,Player,Pos,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Component 1,Component 2
488,Myles Turner,Forward,42,1235,200,393,0.509,61,183,0.333,139,210,0.662,0.587,79,105,0.752,65,232,297,44,28,118,54,119,540,17.4,0.615,0.466,0.267,5.8,21.3,13.4,5.1,1.1,8.3,10.9,17.1,1.3468628130399813,2.433528096573974
489,Jonas Valančiūnas,Forward,74,2240,510,938,0.544,57,158,0.361,453,780,0.581,0.574,237,289,0.82,226,617,843,190,41,60,179,247,1314,21.2,0.617,0.168,0.308,10.9,31.2,20.8,14.0,0.9,2.6,14.4,23.8,7.427886426690617,3.5286797463473043
490,Denzel Valentine,Forward,24,222,25,66,0.379,19,47,0.404,6,19,0.316,0.523,0,0,,9,33,42,11,8,0,12,20,69,8.1,0.523,0.712,0.0,4.6,16.1,10.4,7.0,1.8,0.0,15.4,15.5,-3.28916249816456,-0.6122109584613111
491,Jarred Vanderbilt,Forward,74,1880,212,361,0.587,2,14,0.143,210,347,0.605,0.59,86,131,0.656,215,409,624,94,99,46,73,181,512,15.3,0.612,0.039,0.363,12.0,23.9,17.8,6.7,2.5,2.4,14.8,10.9,3.218546986341945,3.739516709369801
492,Fred VanVleet,Forward,65,2462,442,1097,0.403,242,642,0.377,200,455,0.44,0.513,194,222,0.874,44,245,289,434,111,35,170,162,1320,17.3,0.552,0.585,0.202,1.8,11.4,6.4,26.7,2.3,1.4,12.5,23.7,5.615317079271524,-3.496865951012541
493,Devin Vassell,Forward,71,1937,326,764,0.427,137,380,0.361,189,384,0.492,0.516,83,99,0.838,44,262,306,136,76,41,58,143,872,13.3,0.54,0.497,0.13,2.4,14.3,8.3,9.7,1.9,1.8,6.7,18.9,2.4361832750391184,-0.7469331734649973
494,Gabe Vincent,Forward,68,1589,214,513,0.417,119,323,0.368,95,190,0.5,0.533,44,54,0.815,22,104,126,210,62,12,98,158,591,10.6,0.551,0.63,0.105,1.6,7.3,4.5,19.4,2.0,0.8,15.4,17.8,0.8179661709518794,-1.6930690816464706
495,Nikola Vučević,Forward,73,2418,546,1154,0.473,104,331,0.314,442,823,0.537,0.518,92,121,0.76,142,662,804,236,70,71,136,181,1288,18.2,0.533,0.287,0.105,6.6,30.7,18.7,15.2,1.4,2.5,10.1,24.5,6.613366573468964,2.023155311741663
496,Dean Wade,Forward,51,980,99,217,0.456,51,142,0.359,48,75,0.64,0.574,20,30,0.667,31,119,150,52,29,7,16,88,269,10.1,0.584,0.654,0.138,3.6,13.1,8.5,7.3,1.5,0.6,6.5,11.1,-1.4467085230715429,0.17606450358600903
497,Franz Wagner,Forward,79,2429,456,975,0.468,96,271,0.354,360,704,0.511,0.517,189,219,0.863,84,272,356,231,68,34,119,164,1197,14.7,0.559,0.278,0.225,3.6,11.9,7.7,15.7,1.4,1.3,10.0,21.2,4.4722013842509725,-0.19595549686859717
498,Moritz Wagner,Forward,63,960,197,396,0.497,66,201,0.328,131,195,0.672,0.581,104,129,0.806,42,190,232,87,20,13,56,123,564,18.1,0.623,0.508,0.326,4.6,21.0,12.8,15.4,1.0,1.2,11.0,22.9,0.41617891815229874,0.23046526270091658
499,Ish Wainright,Forward,45,359,41,104,0.394,19,59,0.322,22,45,0.489,0.486,7,12,0.583,27,27,54,15,20,6,13,49,108,9.4,0.494,0.567,0.115,8.3,7.9,8.1,5.3,2.7,1.5,10.6,14.7,-2.695977511293569,0.01755508233395626
500,Kemba Walker,Forward,37,948,149,370,0.403,73,199,0.367,76,171,0.444,0.501,60,71,0.845,14,97,111,131,26,7,48,37,431,13.9,0.537,0.538,0.192,1.6,11.2,6.3,22.2,1.4,0.7,10.7,20.8,-0.9516197416775688,-1.176398552788503
501,Lonnie Walker IV,Forward,70,1612,311,764,0.407,111,353,0.314,200,411,0.487,0.48,116,148,0.784,18,163,181,152,44,19,71,98,849,12.3,0.512,0.462,0.194,1.2,10.7,5.9,13.4,1.3,1.0,7.9,23.6,1.5296994686652174,-1.460683840020297
502,M.J. Walker,Forward,2,8,0,4,0.0,0,2,0.0,0,2,0.0,0.0,0,0,,0,1,1,1,2,0,0,1,0,-3.3,0.0,0.5,0.0,0.0,13.1,6.7,13.8,12.0,0.0,0.0,21.5,-3.988937358925434,-1.2458877020051706
503,Tyrone Wallace,Forward,6,75,7,20,0.35,2,8,0.25,5,12,0.417,0.4,1,5,0.2,0,8,8,1,3,1,2,7,17,2.5,0.383,0.4,0.25,0.0,12.1,5.9,1.8,2.0,1.3,8.3,13.9,-3.68679994953844,-0.26253829016712105
504,Derrick Walton,Forward,3,108,6,26,0.231,3,13,0.231,3,13,0.231,0.288,4,4,1.0,2,8,10,21,7,4,11,8,19,5.9,0.342,0.5,0.154,1.9,8.4,5.0,26.4,3.2,3.3,28.4,15.4,-3.5829863383090585,-0.7233745649511139
505,Brad Wanamaker,Forward,23,320,28,77,0.364,4,17,0.235,24,60,0.4,0.39,23,25,0.92,6,33,39,55,7,6,23,45,83,7.5,0.472,0.221,0.325,2.1,11.6,6.8,22.4,1.1,1.6,20.7,14.9,-2.8425591270176445,-0.25742500713736083
506,Duane Washington Jr.,Forward,48,968,173,427,0.405,81,215,0.377,92,212,0.434,0.5,46,61,0.754,4,79,83,85,26,3,57,66,473,10.2,0.521,0.504,0.143,0.5,9.3,4.8,13.0,1.3,0.3,11.2,22.6,-0.9381199506732656,-1.3913184798818534
507,P.J. Washington,Forward,65,1768,250,532,0.47,110,301,0.365,140,231,0.606,0.573,58,81,0.716,82,255,337,147,57,61,82,152,668,13.6,0.588,0.566,0.152,4.8,15.5,10.1,11.2,1.5,3.3,12.6,15.6,2.0880126527424987,0.6697886894029392
508,Yuta Watanabe,Forward,38,445,56,138,0.406,27,79,0.342,29,59,0.492,0.504,24,40,0.6,18,74,92,21,11,16,19,38,163,11.5,0.524,0.572,0.29,4.2,19.0,11.2,6.6,1.2,3.5,10.9,16.8,-2.3363086328323384,0.0826626888833393
509,Lindy Waters III,Forward,25,465,71,175,0.406,53,146,0.363,18,29,0.621,0.557,4,5,0.8,6,67,73,24,19,8,11,31,199,13.0,0.562,0.834,0.029,1.3,15.0,8.1,8.1,2.0,1.6,5.8,17.5,-2.441229124298204,-0.2529976081788841
510,Tremont Waters,Forward,3,50,4,14,0.286,2,9,0.222,2,5,0.4,0.357,0,0,,0,4,4,7,5,0,4,4,10,5.4,0.357,0.643,0.0,0.0,9.2,4.3,18.2,5.0,0.0,22.2,15.5,-3.722282748793019,-0.3585286524239495
511,Trendon Watford,Forward,48,869,142,267,0.532,9,38,0.237,133,229,0.581,0.549,71,94,0.755,57,142,199,81,25,28,44,116,364,15.8,0.59,0.142,0.352,7.0,18.6,12.6,14.6,1.4,3.2,12.5,17.6,-0.3228523277489234,1.1571209991834077
512,Paul Watson,Forward,9,156,12,35,0.343,6,26,0.231,6,9,0.667,0.429,1,2,0.5,3,24,27,8,3,3,4,10,31,5.7,0.432,0.743,0.057,1.9,16.1,8.9,7.2,0.9,1.8,10.0,11.0,-3.42699204309556,0.3455035370469504
513,Quinndary Weatherspoon,Forward,11,73,12,21,0.571,1,5,0.2,11,16,0.688,0.595,5,5,1.0,2,12,14,5,1,1,3,15,30,12.0,0.647,0.238,0.238,3.1,17.4,10.5,10.1,0.7,1.3,11.5,15.7,-3.4970735242072943,0.42576779123491015
514,Russell Westbrook,Forward,78,2678,548,1233,0.444,79,265,0.298,469,968,0.485,0.476,266,399,0.667,110,470,580,550,75,20,295,235,1441,15.0,0.512,0.215,0.324,4.4,18.8,11.6,31.6,1.3,0.7,17.3,27.3,8.412127185138816,-0.5551556407292176
515,Coby White,Forward,61,1675,279,644,0.433,136,353,0.385,143,291,0.491,0.539,78,91,0.857,17,165,182,176,29,11,70,137,772,12.6,0.564,0.548,0.141,1.1,11.0,6.1,15.0,0.8,0.6,9.3,19.8,1.046617213371362,-1.645782460878889
516,Derrick White,Forward,75,2199,337,800,0.421,115,369,0.312,222,431,0.515,0.493,203,235,0.864,38,223,261,366,64,58,119,172,992,14.8,0.549,0.461,0.294,1.8,10.7,6.3,22.9,1.4,2.3,11.6,19.9,4.025211722588137,-1.0261194456421854
517,Hassan Whiteside,Forward,65,1162,215,330,0.652,0,0,0.0,215,330,0.652,0.652,104,167,0.623,166,328,494,26,22,103,53,179,534,22.9,0.662,0.0,0.506,16.2,29.9,23.3,3.4,0.9,7.8,11.6,17.1,2.3502584127331683,4.518240960341984
518,Joe Wieskamp,Forward,29,205,20,56,0.357,14,43,0.326,6,13,0.462,0.482,7,13,0.538,4,10,14,9,4,3,2,14,61,7.1,0.494,0.768,0.232,2.0,5.2,3.6,5.5,0.9,1.2,3.1,13.1,-3.4120816573315826,-0.26721923196008096
519,Aaron Wiggins,Forward,50,1209,156,337,0.463,42,138,0.304,114,199,0.573,0.525,62,85,0.729,51,127,178,68,30,10,54,93,416,10.3,0.556,0.409,0.252,4.3,11.0,7.6,8.5,1.2,0.8,12.6,15.3,-0.43745179477317286,0.20779913975441772
520,Andrew Wiggins,Forward,73,2329,475,1019,0.466,157,399,0.393,318,620,0.513,0.543,149,235,0.634,85,240,325,161,76,51,111,158,1256,15.0,0.56,0.392,0.231,4.1,10.9,7.6,10.8,1.6,2.1,9.0,23.1,4.506917911525294,-0.604264367085356
521,Lindell Wigginton,Forward,19,199,26,61,0.426,9,26,0.346,17,35,0.486,0.5,19,35,0.543,3,22,25,23,5,1,12,17,80,10.2,0.524,0.426,0.574,1.6,11.5,6.7,15.7,1.2,0.5,13.6,19.0,-3.1674974074170543,-0.20594710104269198
522,Brandon Williams,Forward,24,640,105,282,0.372,31,106,0.292,74,176,0.42,0.427,68,97,0.701,19,55,74,94,24,10,58,52,309,11.0,0.476,0.376,0.344,3.1,9.8,6.4,23.1,1.8,1.5,15.2,25.9,-1.2939997355342356,-0.6343697596324722
523,Grant Williams,Forward,77,1875,205,432,0.475,106,258,0.411,99,174,0.569,0.597,86,95,0.905,64,210,274,78,38,57,62,186,602,11.2,0.635,0.597,0.22,3.8,11.8,7.9,5.7,1.0,2.8,11.6,12.6,1.3634949582966036,0.6182261735630684
524,Kenrich Williams,Forward,49,1072,146,317,0.461,41,121,0.339,105,196,0.536,0.525,30,55,0.545,75,145,220,108,44,10,46,81,363,13.3,0.532,0.382,0.174,7.1,14.1,10.5,15.3,2.0,0.9,11.9,15.6,-0.39885050103647746,0.3792274157902338
525,Lou Williams,Forward,56,799,125,320,0.391,37,102,0.363,88,218,0.404,0.448,67,78,0.859,16,71,87,105,28,3,43,48,354,12.1,0.5,0.319,0.244,2.2,9.7,6.0,18.6,1.7,0.3,10.8,21.7,-1.2737712211667391,-0.8170626739832388
526,Patrick Williams,Forward,17,422,54,102,0.529,15,29,0.517,39,73,0.534,0.603,30,41,0.732,17,52,69,15,9,9,16,28,153,12.7,0.637,0.284,0.402,4.6,13.8,9.2,4.8,1.0,1.8,11.8,14.2,-2.6011977566099276,0.20985769577600186
527,Robert Williams,Forward,61,1804,271,368,0.736,0,1,0.0,271,367,0.738,0.736,65,90,0.722,238,350,588,121,56,134,63,137,607,22.1,0.745,0.003,0.245,14.6,20.5,17.6,9.7,1.5,6.8,13.4,11.5,3.3827226322081225,5.682788952643775
528,Ziaire Williams,Forward,62,1346,191,424,0.45,76,242,0.314,115,182,0.632,0.54,43,55,0.782,26,103,129,65,35,12,41,113,501,9.7,0.559,0.571,0.13,2.0,8.2,5.0,6.3,1.2,0.8,8.4,14.9,-0.4004512309122215,-0.38958907157041117
529,D.J. Wilson,Forward,4,54,11,15,0.733,0,2,0.0,11,13,0.846,0.733,8,10,0.8,1,15,16,5,5,1,2,6,30,27.9,0.773,0.133,0.667,1.9,31.8,16.1,14.6,4.6,1.8,9.3,17.0,-3.4281311868971978,0.7784307964694565
530,Dylan Windler,Forward,50,459,37,98,0.378,21,70,0.3,16,28,0.571,0.485,15,18,0.833,21,68,89,34,14,3,16,47,110,8.8,0.519,0.714,0.184,5.2,16.0,10.7,10.0,1.5,0.6,13.1,11.8,-2.55743386670012,0.13751114045626023
531,Justise Winslow,Forward,48,774,110,257,0.428,15,66,0.227,95,191,0.497,0.457,39,66,0.591,50,152,202,84,35,25,49,67,274,13.1,0.479,0.257,0.257,7.0,20.9,14.0,16.1,2.2,2.9,14.6,18.9,-0.7676676495511614,0.6581583314081326
532,Cassius Winston,Forward,7,39,4,11,0.364,2,6,0.333,2,5,0.4,0.455,4,4,1.0,0,1,1,7,0,0,3,9,14,6.0,0.549,0.545,0.364,0.0,2.8,1.4,24.4,0.0,0.0,19.0,18.0,-3.7403935132576773,-0.3352071174690682
533,Christian Wood,Forward,68,2094,440,878,0.501,131,336,0.39,309,542,0.57,0.576,207,332,0.623,110,576,686,155,54,65,126,171,1218,19.1,0.595,0.383,0.378,5.7,30.4,18.0,12.2,1.2,2.8,11.0,23.3,5.984586285438246,1.3189345086565423
534,Robert Woodard II,Forward,12,42,2,16,0.125,1,4,0.25,1,12,0.083,0.156,2,2,1.0,5,6,11,3,1,1,1,3,7,2.1,0.207,0.25,0.125,12.8,15.7,14.3,9.0,1.1,2.1,5.6,18.3,-3.859443928924725,-0.9825846876067205
535,Delon Wright,Forward,77,1452,122,269,0.454,44,116,0.379,78,153,0.51,0.535,54,63,0.857,50,170,220,188,93,19,45,56,342,13.8,0.576,0.431,0.234,3.8,12.7,8.3,16.6,3.1,1.2,13.2,10.3,0.0746338025230285,-0.13408068255781358
536,McKinley Wright IV,Forward,5,19,2,3,0.667,1,2,0.5,1,1,1.0,0.833,0,0,,0,0,0,3,0,0,1,1,5,9.5,0.833,0.667,0.0,0.0,0.0,0.0,20.9,0.0,0.0,25.0,8.8,-3.608491996588236,1.0904178979433439
537,Moses Wright,Forward,4,14,1,4,0.25,0,1,0.0,1,3,0.333,0.25,3,3,1.0,1,2,3,2,0,1,0,0,5,18.3,0.47,0.25,0.75,7.9,15.9,11.9,16.8,0.0,6.5,0.0,17.1,-3.8415931978948947,-0.43251978585773937
538,Gabe York,Forward,2,21,2,7,0.286,1,6,0.167,1,1,1.0,0.357,3,5,0.6,0,2,2,4,2,1,1,4,8,12.7,0.435,0.857,0.714,0.0,10.8,5.3,25.1,4.7,4.1,9.8,20.8,-3.5321292407656095,1.0945484667349457
539,Thaddeus Young,Forward,52,845,141,272,0.518,17,48,0.354,124,224,0.554,0.55,23,49,0.469,80,128,208,104,54,18,52,81,322,17.0,0.548,0.176,0.18,9.8,16.8,13.1,17.7,3.1,2.0,15.0,17.4,-0.413931166350754,0.8783914692038671
540,Trae Young,Forward,76,2652,711,1544,0.46,233,610,0.382,478,934,0.512,0.536,500,553,0.904,50,234,284,737,72,7,303,128,2155,25.4,0.603,0.395,0.358,2.1,9.6,5.9,46.7,1.3,0.2,14.5,34.4,9.626887966816364,-4.788221641733392
541,Omer Yurtseven,Forward,56,706,130,247,0.526,1,11,0.091,129,236,0.547,0.528,38,61,0.623,85,209,294,49,17,20,41,84,299,17.4,0.546,0.045,0.247,13.9,33.0,23.6,11.0,1.2,3.0,13.0,19.9,-0.588507552177043,1.637428635252864
542,Cody Zeller,Forward,27,355,51,90,0.567,0,4,0.0,51,86,0.593,0.567,38,49,0.776,50,75,125,22,8,6,19,56,140,17.2,0.627,0.044,0.544,14.9,24.1,19.3,9.4,1.1,1.7,14.6,15.9,-2.212348568131329,0.9038798550513787
543,Ivica Zubac,Forward,76,1852,310,495,0.626,0,0,0.0,310,495,0.626,0.626,165,227,0.727,217,427,644,120,36,77,114,203,785,19.2,0.66,0.0,0.459,12.8,23.7,18.4,9.8,1.0,3.5,16.1,16.8,4.381965416908823,4.433665126481034
